;time;x;y;z;activity
400;1970-01-01 09:59:46.240741376;-13.036097999999999;-11.478371000000001;-7.944171000000001;backward_180
746;1970-01-01 09:51:28.049700864;-3.7351959999999997;-6.963114;-2.139184;backward_180
899;1970-01-01 09:51:32.833304576;4.622933;-2.3401810000000003;-8.145168;backward_180
1050;1970-01-01 09:51:57.103644672;12.02872;-6.496512999999999;21.248264000000002;backward_180
787;1970-01-01 09:51:28.840327168;10.336994;-12.500106;-10.906486;backward_180
436;1970-01-01 09:51:17.618466816;-8.82473;-5.237889;2.589034;backward_180
695;1970-01-01 09:53:16.921249792;-6.084948000000001;2.333002;-1.217947;backward_180
938;1970-01-01 09:51:33.586182144;-1.5625129999999998;-6.163911;1.701297;backward_180
632;1970-01-01 09:53:13.989431296;-4.977071;-3.8548370000000003;-2.7349959999999998;backward_180
390;1970-01-01 04:18:51.668709376;36.643684;-12.940385000000001;-13.196417000000002;backward_180
264;1970-01-01 09:59:41.595549696;0.0335;-7.207182;0.083749;backward_180
85;1970-01-01 04:18:41.573019648;6.245267;-13.385449;-0.545564;backward_180
763;1970-01-01 09:59:58.827847680;5.168497;-9.506684;-8.073383;backward_180
190;1970-01-01 09:59:40.161097728;-5.843273;-1.0743770000000001;-1.3088739999999999;backward_180
524;1970-01-01 09:53:10.197780480;-44.494537;-15.644275;-0.660419;backward_180
367;1970-01-01 09:51:14.453864448;13.49552;-12.459427999999999;18.448662;backward_180
924;1970-01-01 09:51:33.313552384;9.410972000000001;-13.576876;-9.846465;backward_180
132;1970-01-01 09:52:57.581314048;-42.460636;-12.485748;5.3240300000000005;backward_180
365;1970-01-01 09:53:05.313513472;6.728617;-1.35673;-3.95055;backward_180
751;1970-01-01 09:53:18.013865984;3.907479;-3.586841;-4.972285;backward_180
976;1970-01-01 09:53:26.291324928;0.318245;-5.424529;-17.434105;backward_180
136;1970-01-01 09:51:06.757316608;1.9740790000000001;-5.558527;1.284946;backward_180
32;1970-01-01 09:59:35.977279488;-20.492132;-20.274385000000002;1.785046;backward_180
854;1970-01-01 09:51:31.965083648;0.978664;-7.015756;1.3351950000000001;backward_180
985;1970-01-01 10:00:06.868328448;-3.850052;-13.715659;-9.071191;backward_180
790;1970-01-01 10:00:01.180852224;7.936992999999999;-2.912065;2.682354;backward_180
